"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P102182",0.375150811658969,0.194949161015577,-1.56820161639676,-5.35411261958925,-1.40923894412221,"Y37B11A.2","hypothetical protein","chrIII:5774766-5774707",175809,1.29499218215616,0.00470640873544038,NA,NA,NA,NA,NA,NA,175809,"GO:0005634///GO:0016035","nucleus///zeta DNA polymerase complex","GO:0000724///GO:0006260///GO:0006281///GO:0019985///GO:0042276///GO:0090305","double-strand break repair via homologous recombination///DNA replication///DNA repair///translesion synthesis///error-prone translesion synthesis///nucleic acid phosphodiester bond hydrolysis","GO:0000166///GO:0003676///GO:0003677///GO:0003887///GO:0016740///GO:0016779","nucleotide binding///nucleic acid binding///DNA binding///DNA-directed DNA polymerase activity///transferase activity///nucleotidyltransferase activity","Y37B11A.2"
"A_12_P118968",0.413683269991229,0.230778349395443,1.5209090774108,-5.35460224210507,1.48724013049238,"dpf-2","Dipeptidyl Peptidase Four (IV) family","chrX:14837974-14838033",181579,1.64167330749816,0.00470411577313725,NA,NA,NA,NA,NA,NA,181579,"GO:0005886///GO:0016020///GO:0016021","plasma membrane///membrane///integral component of membrane","GO:0006508","proteolysis","GO:0004177///GO:0008233///GO:0008236///GO:0008239///GO:0016787","aminopeptidase activity///peptidase activity///serine-type peptidase activity///dipeptidyl-peptidase activity///hydrolase activity","dpf-2"
"A_12_P108328",0.375870918083791,0.195519594246249,1.56567918645941,-5.35704570322204,0.797786988712591,"C53A5.9","hypothetical protein","chrV:14557095-14557036",183739,0.73429163058762,0.004692689354138,NA,NA,NA,NA,NA,NA,183739,"","","","","","","C53A5.9"
"A_12_P111673",0.37610116938652,0.195760209602692,1.56461748958266,-5.35827997295275,1.72415921220561,"C44C10.4","hypothetical protein","chrX:11695417-11695476",183453,1.58801131948327,0.00468692801286381,NA,NA,NA,NA,NA,NA,183453,"GO:0005634///GO:0008278","nucleus///cohesin complex","GO:0007049///GO:0007062///GO:0051301","cell cycle///sister chromatid cohesion///cell division","GO:0000166///GO:0003677///GO:0005524","nucleotide binding///DNA binding///ATP binding","C44C10.4"
"A_12_P114483",0.376110962546625,0.195801541034453,-1.56443525430548,-5.35849181325011,-2.4579085864344,"C34E11.4","hypothetical protein","chrX:11805132-11805191",3565303,2.26408402290077,0.00468593988988274,NA,NA,NA,NA,NA,NA,3565303,"","","","","","","C34E11.4"
"A_12_P101151",0.414600095802962,0.231664106038526,-1.51711704003331,-5.35871477510517,-0.714853650247735,"EGF-repeats","hypothetical protein","chrX:11491212-11491108",259727,0.791055484888767,0.00468490011466896,NA,NA,NA,NA,NA,NA,259727,"","","","","","","EGF-repeats"
"A_12_P114812",0.376318081079584,0.195948657827605,-1.56378692282587,-5.35924543056806,-0.987710591798877,"B0412.3","hypothetical protein","chrIII:807973-808083",175236,0.91019939266334,0.00468242634407758,NA,NA,NA,NA,NA,NA,175236,"GO:0005737///GO:0005794","cytoplasm///Golgi apparatus","","","","","B0412.3"
"A_12_P100701",0.376416009390442,0.196019300113268,-1.56347578787875,-5.35960707075084,-1.15074115462865,"srj-7","Serpentine Receptor, class J","chrV:3246609-3246668",189016,1.06064706030069,0.00468074122143063,NA,NA,NA,NA,NA,NA,189016,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","srj-7"
"A_12_P112168",0.415040171928816,0.232067014866902,-1.5153975104396,-5.36057941572431,-1.00245055002964,"fbxa-13","F-box A protein","chrIII:1703610-1703551",189517,1.11056832424461,0.00467621341071323,NA,NA,NA,NA,NA,NA,189517,"","","","","","","fbxa-13"
"A_12_P101290",0.376716123981271,0.196214918765917,1.56261481807095,-5.3606077251818,2.16437775304023,"ncbp-2","Nuclear Cap-Binding Protein","chrI:7642673-7642614",184953,1.99602294969728,0.0046760816505382,NA,NA,NA,NA,NA,NA,184953,"GO:0005634///GO:0005635///GO:0005846///GO:0034399","nucleus///nuclear envelope///nuclear cap binding complex///nuclear periphery","GO:0000398///GO:0006397///GO:0008380///GO:0031047///GO:0045292","mRNA splicing, via spliceosome///mRNA processing///RNA splicing///gene silencing by RNA///mRNA cis splicing, via spliceosome","GO:0000339///GO:0003676///GO:0003723","RNA cap binding///nucleic acid binding///RNA binding","ncbp-2"
"A_12_P109809",0.376838885457139,0.196300787288668,-1.56223716942887,-5.36104661001885,-1.01517608220424,"nex-1","anNEXin family","chrIII:5226649-5226708",175714,0.936437545628414,0.00467403942973803,NA,NA,NA,NA,NA,NA,175714,"GO:0005737///GO:0005886///GO:0043231","cytoplasm///plasma membrane///intracellular membrane-bounded organelle","GO:0043652","engulfment of apoptotic cell","GO:0001786///GO:0005509///GO:0005544///GO:0005545///GO:0008201///GO:0008429","phosphatidylserine binding///calcium ion binding///calcium-dependent phospholipid binding///1-phosphatidylinositol binding///heparin binding///phosphatidylethanolamine binding","nex-1"
"A_12_P117910",0.415264268992011,0.232313855730534,-1.51434569763466,-5.36171992152503,-1.64390949156188,"ifd-1","Intermediate Filament, D","chrX:8821573-8821514",187585,1.82247579182707,0.00467090809925097,NA,NA,NA,NA,NA,NA,187585,"GO:0005737///GO:0005882","cytoplasm///intermediate filament","","","","","ifd-1"
"A_12_P115352",0.377019867246359,0.196491220815474,1.56140025720245,-5.36201915472172,0.650242413014425,"Y66H1A.4","hypothetical protein","chrIV:426874-426933",176870,0.600130161811716,0.00466951714315044,NA,NA,NA,NA,NA,NA,176870,"GO:0005634///GO:0005730///GO:0031429","nucleus///nucleolus///box H/ACA snoRNP complex","GO:0000454///GO:0001522///GO:0006364///GO:0042254","snoRNA guided rRNA pseudouridine synthesis///pseudouridine synthesis///rRNA processing///ribosome biogenesis","GO:0003723///GO:0034513","RNA binding///box H/ACA snoRNA binding","Y66H1A.4"
"A_12_P107401",0.377213748447645,0.196631651174614,1.56078363710363,-5.3627356408094,0.743683549996629,"Y57A10A.1","hypothetical protein","chrII:12146898-12147031",190331,0.686641232734579,0.00466618830316258,NA,NA,NA,NA,NA,NA,190331,"","","","","","","Y57A10A.1"
"A_12_P181491",0.377391130173122,0.196743817588556,-1.56029145051019,-5.36330750065069,-1.92860741339252,"ugt-65","UDP-GlucuronosylTransferase","chrIV:12427069-12427368",184205,1.78124029207725,0.00466353310093256,NA,NA,NA,NA,NA,NA,184205,"GO:0016020///GO:0016021///GO:0043231","membrane///integral component of membrane///intracellular membrane-bounded organelle","","","GO:0008194///GO:0015020///GO:0016740///GO:0016757","UDP-glycosyltransferase activity///glucuronosyltransferase activity///transferase activity///transferase activity, transferring glycosyl groups","ugt-65"
"A_12_P130129",0.416062132201057,0.233107742249112,-1.51097133872737,-5.3653784557172,-1.62874785911788,"unc-108","UNCoordinated","chrI:3825023-3825135",171956,1.80969974321478,0.00465393002813262,NA,NA,NA,NA,NA,NA,171956,"GO:0000138///GO:0000139///GO:0005764///GO:0005768///GO:0005769///GO:0005794///GO:0005802///GO:0030424///GO:0043025///GO:0045335///GO:0048471","Golgi trans cisterna///Golgi membrane///lysosome///endosome///early endosome///Golgi apparatus///trans-Golgi network///axon///neuronal cell body///phagocytic vesicle///perinuclear region of cytoplasm","GO:0001845///GO:0002119///GO:0040011///GO:0043277///GO:0090325///GO:0090387///GO:0090390///GO:1990502","phagolysosome assembly///nematode larval development///locomotion///apoptotic cell clearance///regulation of locomotion involved in locomotory behavior///phagolysosome assembly involved in apoptotic cell clearance///phagosome acidification involved in apoptotic cell clearance///dense core granule maturation","GO:0003924///GO:0005515///GO:0005525","GTPase activity///protein binding///GTP binding","unc-108"
"A_12_P120209",0.378008782241807,0.19716448673338,1.5584481448916,-5.36544887783982,0.669334715798044,"div-1","cell DIVision defective","chrIII:10245154-10245095",176439,0.618921261198611,0.004653603825158,NA,NA,NA,NA,NA,NA,176439,"GO:0005634///GO:0005658","nucleus///alpha DNA polymerase:primase complex","GO:0006260///GO:0006270","DNA replication///DNA replication initiation","GO:0003677","DNA binding","div-1"
"A_12_P157020",0.494795473793405,0.313636317212874,-1.37273620472126,-5.3654576409028,-0.906794342387712,"F32H2.11","hypothetical protein","chrI:8958112-8958053",3564911,1.58341853783193,0.00465356323528394,NA,NA,NA,NA,NA,NA,3564911,"","","","","","","F32H2.11"
"A_12_P103027",0.378116090733398,0.197299416699573,1.55785776787554,-5.36613461601267,0.712138016741916,"T12C9.7","hypothetical protein","chrII:4458591-4458485",173782,0.658750221153049,0.00465042860041745,NA,NA,NA,NA,NA,NA,173782,"GO:0000307///GO:0005634///GO:0005737///GO:0005813","cyclin-dependent protein kinase holoenzyme complex///nucleus///cytoplasm///centrosome","GO:0000079///GO:0044772///GO:0051726","regulation of cyclin-dependent protein serine/threonine kinase activity///mitotic cell cycle phase transition///regulation of cell cycle","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","T12C9.7"
"A_12_P109470",0.378172086070122,0.19735901168656,-1.55759714742339,-5.36643731703579,-0.858534038142039,"K02E11.7","hypothetical protein","chrV:14253564-14253505",186898,0.794304060176618,0.0046490276673522,NA,NA,NA,NA,NA,NA,186898,"","","","","","","K02E11.7"
"A_12_P110286",0.41636076329406,0.233362002334901,1.50989334392848,-5.36654711570831,0.702411389336357,"Y37E3.11","hypothetical protein","chrI:2085374-2085433",171770,0.781005635347853,0.00464851961104798,NA,NA,NA,NA,NA,NA,171770,"","","GO:0006629///GO:0008654///GO:0009058","lipid metabolic process///phospholipid biosynthetic process///biosynthetic process","GO:0003824///GO:0005515","catalytic activity///protein binding","Y37E3.11"
"A_12_P150647",0.378172086070122,0.197427348509591,-1.55729839773953,-5.36678429139836,-0.967596058691536,"F27D4.2","hypothetical protein","chrI:7705268-7705209",172536,0.895378499016635,0.00464742234918536,NA,NA,NA,NA,NA,NA,172536,"","","","","GO:0005515///GO:0070491","protein binding///repressing transcription factor binding","F27D4.2"
"A_12_P108070",0.495608554420121,0.314519320675071,1.36930778412168,-5.36882199260427,0.904529615638075,"scrm-1","SCRaMblase (phospholipid scramblase)","chrI:11689373-11688958",173053,1.58341853783193,0.004638005810549,NA,NA,NA,NA,NA,NA,173053,"GO:0005886///GO:0005887","plasma membrane///integral component of plasma membrane","GO:0017121///GO:0070782","plasma membrane phospholipid scrambling///phosphatidylserine exposure on apoptotic cell surface","GO:0005515///GO:0017128","protein binding///phospholipid scramblase activity","scrm-1"
"A_12_P161823",0.495608554420121,0.314519320675071,1.36930778412168,-5.36882199260427,0.904529615638075,"rps-14","Ribosomal Protein, Small subunit","chrIII:7179003-7178944",176006,1.58341853783193,0.004638005810549,NA,NA,NA,NA,NA,NA,176006,"GO:0005575///GO:0005840///GO:0022627","cellular_component///ribosome///cytosolic small ribosomal subunit","GO:0000028///GO:0000462///GO:0006412","ribosomal small subunit assembly///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///translation","GO:0003674///GO:0003735///GO:0048027///GO:0070181","molecular_function///structural constituent of ribosome///mRNA 5'-UTR binding///small ribosomal subunit rRNA binding","rps-14"
"A_12_P171721",0.378936044287543,0.197924942421127,-1.55512628501268,-5.36930663210887,-2.35078969345353,"Y65B4A.3","hypothetical protein","chrI:637142-637201",171654,2.17837439424663,0.004635769011875,NA,NA,NA,NA,NA,NA,171654,"GO:0000815///GO:0005771","ESCRT III complex///multivesicular body","GO:0006900///GO:0007034///GO:0032511","vesicle budding from membrane///vacuolar transport///late endosome to vacuole transport via multivesicular body sorting pathway","","","Y65B4A.3"
"A_12_P173722",0.378936044287543,0.198028604566852,-1.55467448889098,-5.3698311868554,-2.10828221918717,"C32H11.1","hypothetical protein","chrIV:12913294-12913180",183126,1.95422102428169,0.00463334919893673,NA,NA,NA,NA,NA,NA,183126,"","","GO:0010332","response to gamma radiation","","","C32H11.1"
"A_12_P118096",0.495908292435795,0.314813095067568,-1.36816987287016,-5.36993877741412,-0.903777940639294,"T20H9.6","hypothetical protein","chrIII:2249297-2249356",188669,1.58341853783193,0.00463285303049834,NA,NA,NA,NA,NA,NA,188669,"","","","","","","T20H9.6"
"A_12_P115836",0.496256524942722,0.315215512345503,1.366613337907,-5.37146652312484,0.902749733549342,"F13H8.9","hypothetical protein","chrII:6279759-6279700",184440,1.58341853783193,0.00462581332863933,NA,NA,NA,NA,NA,NA,184440,"","","","","GO:0003824","catalytic activity","F13H8.9"
"A_12_P120113",0.379113860435309,0.198431379791289,-1.55292137800151,-5.3718663347088,-0.852817030745078,"cul-5","CULlin","chrV:10182747-10182851",179413,0.791390446794919,0.00462397279466706,NA,NA,NA,NA,NA,NA,179413,"GO:0019005///GO:0031461///GO:0031466","SCF ubiquitin ligase complex///cullin-RING ubiquitin ligase complex///Cul5-RING ubiquitin ligase complex","GO:0006511///GO:0016567///GO:0031146","ubiquitin-dependent protein catabolic process///protein ubiquitination///SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","GO:0004842///GO:0031625","ubiquitin-protein transferase activity///ubiquitin protein ligase binding","cul-5"
"A_12_P146571",0.379113860435309,0.198433597740768,-1.5529117344223,-5.37187752845166,-1.62351391184357,"T02G5.4","hypothetical protein","chrII:7084159-7084218",187992,1.50658503824946,0.00462392127472509,NA,NA,NA,NA,NA,NA,187992,"","","","","","","T02G5.4"
"A_12_P154380",0.379163276250347,0.198479257163259,1.5527132334261,-5.37210793451564,1.24962316818916,"F33G12.7","hypothetical protein","chrII:5040291-5040232",4363037,1.15977093710679,0.0046228609424835,NA,NA,NA,NA,NA,NA,4363037,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F33G12.7"
"A_12_P119597",0.496383289095167,0.315427885387185,-1.36579290770702,-5.37227182908837,-0.902207778393573,"K07D4.4","hypothetical protein","chrII:4031438-4031379",187108,1.58341853783193,0.00462210684445641,NA,NA,NA,NA,NA,NA,187108,"","","","","","","K07D4.4"
"A_12_P113673",0.379173543527755,0.198578293482882,-1.55228284297018,-5.37260748125235,-1.68421000643991,"dehydrogenase","hypothetical protein","chrIV:7261940-7261999",182326,1.56354286974278,0.00462056285186301,NA,NA,NA,NA,NA,NA,182326,"","","","","","","dehydrogenase"
"A_12_P110958",0.37946609168764,0.198859881077349,-1.55106033900686,-5.37402626788026,-0.682325111996131,"C14B1.5","hypothetical protein","chrIII:3709044-3709103",175475,0.633938414902366,0.00461404213370437,NA,NA,NA,NA,NA,NA,175475,"","","GO:0017183","peptidyl-diphthamide biosynthetic process from peptidyl-histidine","GO:0016740","transferase activity","C14B1.5"
"A_12_P115431",0.496916673509668,0.316023958062896,-1.36349394121158,-5.3745285968484,-0.900689140067988,"Y62F5A.10","hypothetical protein","chrII:11522911-11523013",3564988,1.58341853783193,0.00461173563496826,NA,NA,NA,NA,NA,NA,3564988,"","","GO:0006470///GO:0035335","protein dephosphorylation///peptidyl-tyrosine dephosphorylation","GO:0004725","protein tyrosine phosphatase activity","Y62F5A.10"
"A_12_P100252",0.379728263974764,0.199072368928978,1.55013901690807,-5.37509536596115,0.659781461661673,"Y47D3A.14","hypothetical protein","chrIII:11235597-11235538",176551,0.613357766156024,0.00460913463011525,NA,NA,NA,NA,NA,NA,176551,"","","","","GO:0003824///GO:0052717","catalytic activity///tRNA-specific adenosine-34 deaminase activity","Y47D3A.14"
"A_12_P111933",0.380296137764685,0.199469344616121,1.54842050497747,-5.37708917444954,0.815187845248339,"spat-1","Suppressor of PAr-Two defect","chrII:14533224-14533283",175113,0.758670485621954,0.00459999628418065,NA,NA,NA,NA,NA,NA,175113,"GO:0000776///GO:0005634///GO:0005737","kinetochore///nucleus///cytoplasm","GO:0007049///GO:0007088///GO:0032147///GO:0051301///GO:0060236","cell cycle///regulation of mitotic nuclear division///activation of protein kinase activity///cell division///regulation of mitotic spindle organization","GO:0005515///GO:0019901","protein binding///protein kinase binding","spat-1"
"A_12_P181583",0.419233534577979,0.235760043564291,-1.49979046983292,-5.37749674104003,-2.14159494078911,"C06G4.4","hypothetical protein","chrIII:7977594-7977702",182344,2.3972627431188,0.00459813048022143,NA,NA,NA,NA,NA,NA,182344,"","","","","","","C06G4.4"
"A_12_P119365",0.497380182222025,0.316821176444645,-1.36042780335669,-5.3775388613553,-0.898663728011225,"fer-1","FERtilization defective (abnormal sperm)","chrI:8623231-8623172",172659,1.58341853783193,0.00459793770008018,NA,NA,NA,NA,NA,NA,172659,"GO:0005887///GO:0016020///GO:0016021///GO:0031260///GO:0031301///GO:0032809","integral component of plasma membrane///membrane///integral component of membrane///pseudopodium membrane///integral component of organelle membrane///neuronal cell body membrane","GO:0007009///GO:0007275///GO:0007283///GO:0030154///GO:0031268///GO:0061025///GO:0097723","plasma membrane organization///multicellular organism development///spermatogenesis///cell differentiation///pseudopodium organization///membrane fusion///amoeboid sperm motility","GO:0005544","calcium-dependent phospholipid binding","fer-1"
